"loja_id","periodo","vendas","tratamento","pos","renda_per_capita","penetracao_internet","n_concorrentes","potencial_crescimento","efeito_verdadeiro"
1,13,89413.887086747,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,14,93016.6352131456,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,15,92176.7903559278,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,16,92054.0268734889,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,17,91596.3793694911,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,18,91118.8508754872,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,19,88271.2713267551,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,20,88421.987690663,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,21,87259.4452136566,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,22,87271.4551486111,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,23,93655.631980746,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
1,24,92934.2763159157,0,1,2963.98710318043,0.667443169618491,3,-0.418292761410961,0
2,13,85829.7726140303,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,14,89383.6283549692,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,15,88906.5006893842,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,16,95568.8865731299,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,17,94343.5445627518,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,18,90006.5761875581,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,19,88965.7771630149,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,20,87780.9716449663,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,21,88045.4463121076,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
2,22,89241.0204814434,1,1,1896.75544053348,0.831333385431208,3,0.0824197630455738,5611.04449112916
